Aaliyah	Arabic, Hebrew	high exalted, to ascend
Newlyn	Celtic	The dweller at the new pool. A boy or girl's name.
Neysa	Greek	pure
Ngaio	Maori	The name of a native New Zealand tree.
Ngaire	Maori	Flaxen.
Nhu	Vietnamese	everything according to one's wishes
Nia	Swahili	purpose
Niamh	Irish Gaelic	Beautiful, bright. The daughter of a sea god in Irish mythology.
Nichelle		Victorious maiden.
Nicia	Greek	victorious army
Nicki		The people's victory. From the name Nicole.
Nickita	Hindu	
Nicola	Latin	The people's victory. The feminine form of Nicholas.
Nicole		Victory of the people.
Nicolette	French	The people's victory. From the name Nicole.
Nidra	Hindu	a form of the Devi
Niju	Hindu	Pansophist
Nika	Russian	born on Sunday
Nike	Greek	victory
Nikita	Russian/Greek	Unconquered people. A boy or girl's name.
Nikki		The people's victory. From the name Nicole.
Niley	Aboriginal	A shell.
Nilg?n	Turkish	
Nilima	Hindu	
Nilini	Hindu	perpetuator of the Kuru race
Nima	Tibetan/Sherpa	Sun. A boy or girl's name.
Nimah	Arabic	blessing, loan
Nimisha	Hindu	
Nimmi	Hindu	
Nimue		
Nina	Spanish	A girl. Also see Anne and Antonia.
Ninon	French	Grace, or favoured by God. From the name Anne.
Niobe	Greek	fern
Nira	Modern Hebrew	Of the loom.
Niradhara	Hindu	
Niral	Hindu	
Nirguna	Hindu	
Nirvana	Hindu	deep silence, ultimate bliss
Nirvelli	Tudas Indian	water child
Nisha	Hindu	night
Nishtha	Hindu	
Nisi	Hebrew	emblem
Nissa	Scandinavian	A friendly elf.
Nita	Native American	A bean grower. Feminine form of Fabian.
Nitara	Hindu	deeply rooted
Niti	Hindu	
Nitika	Native American	angel of precious stone
Nitu	Hindu	
Nitya	Hindu	goddess Parvati
Nitzana	Hebrew	blossom
Nivedita	Hindu	
Niverta	Hindu	
Nixie	German	A water sprite.
Niyati	Hindu	fate
Nizana	Hebrew	A flower bud.
Noelani	Hawaiian	A beautiful girl from heaven.
Noella	French	christmas
Noelle	Old French	Christmas, or born at Christmas. The feminine form of Noel.
Nola	Irish Gaelic	The champion, or the fair-shouldered one. Also see Nuala.
Noleen		The people's victory. The feminine form of Nicholas.
Nolene		The people's victory. The feminine form of Nicholas.
Noleta	Latin	Unwilling.
Nona	Latin	The ninth, as in the ninth child.
Noni		From the name Nona and Nora. Nona - The ninth, as in the ninth child. Nora - The light of the sun.
Nonie		From the name Nona and Nora. Nona - The ninth, as in the ninth child. Nora - The light of the sun.
Noor	Arabic	Light.
Noora	Aboriginal	A camp.
Nora		The light of the sun.
Norah		The light of the sun.
Norberta	Old German	blond hero
Nordica	Teutonic	From the north.
Noreen		The light of the sun.
Nori	Japanese	A doctrine.
Noriko	Japanese	doctrine child
Norma	Latin	A rule or standard. The perfect girl or woman. Also a Scottish feminine form of Norman.
Norna	Old Norse	The goddess of fate.
Nova	Greek	New, the newcomer.
Novyanna	lovely	Novy, Novie
Noya	Arabic	beautiful, ornamented
Nozomi	Japanese	hope
Nu	Burmese	Tender.
Nuala	Irish Gaelic	The fair-shouldered one. Also see Nola.
Nuray	Turkish	white moon
Nurhan	Turkish	
Nydia	Latin	A refuge or nest.
Nyoko	Japanese	A gem or treasure.
Nyree		Flaxen.
Nyssa	Greek	The beginning.
Nyx	Latin	White-haired.
Oanez	Breton	
Oba	Nigerian	An ancient river goddess.
Obelia	Greek	A pillar or needle.
Octavia	Latin	The eighth.
Oda	Teutonic	Rich.
Odea	walker by the road	Odee
Odelia	Hebrew	I will praise God.
Odera	Hebrew	plough
Odessa	Greek	Along journey.
Odetta		Melody.
Odette	French	A home-lover.
Odile	French	Riches, prosperity. From a medieval German name, and a feminine version of Otto.
Ofelia	Spanish	To help, a helper.
Ofilia		To help, a helper.
Ofra	Hebrew	A fawn, or a lively maiden.
Ofrah	Hebrew	A fawn, or a lively maiden.
Ohanna	Armenian	God?s gracious gift
Okalani	Hawaiian	From Heaven.
Okelani	Hawaiian	from heaven
Oksana	Russian	glory be to God
Ola	Scandinavian	A descendant. The feminine form of Olaf.
Olalla	Spanish	The well-spoken one.
Olathe	Native American	Beautiful.
Olayinka	Yoruban	honors surround me
Olba	Aboriginal	Red ochre.
Olcay	Turkish	
Oleander	Greek	An evergreen tree.
Olena	Ukrainian	The light of the sun. Also see Eileen, Elaine, Eleanor and Ellen.
Olesia	Polish	helper and defender of mankind
Olethea	Latin	Truth.
Olga	Russian	The holy one. The name of a 10th-century saint and the feminine form of Oleg.
Oliana	Hawaiian	oleander
Olien	Russian	The dear one.
Olinda	Latin	Fragrant.
Olive		An Olive tree or branch. A symbol of peace. Feminine version of Oliver.
Olivia	Latin	An Olive tree or branch. A symbol of peace. Feminine version of Oliver.
Olono	Aboriginal	A hill.
Olva		The holy one.
Olwen	Welsh	White or fair footprints. The name of a character in Welsh legend.
Olya		The holy one.
Olympia	Latin	The heavenly one. From the home of the Gods.
Oma	Arabic	Long-lived. The feminine form of Omar.
Omaka	Maori	The place where the stream flows.
Omega	Greek	The last.
Ona	Lithuanian	Grace, or favoured by God. Form of Anne. Also see Una.
Onawa	Native American	One who is wide-awake.
Ondine	Latin	A water sprite.
Onenn	Breton	
Onida	Native American	The expected or awaited one.
Onora	Irish Gaelic	Version of Honour.
Onur	Turkish	
Onyx	Greek	A semi-precious stone.
Oola	Aboriginal	A red lizard.
Oona	Irish	Also see Juno.
Oonagh	Irish	Also see Juno.
Opal	Sanskrit	A jewel, or precious stone.
Opaline	French	A jewel, or precious stone.
Ophelia	Greek	To help, a helper. A character in Shakespeare's Hamlet.
Ophira	Greek	gold
Ophrah	Hebrew	A fawn, or a lively maiden.
Ora	Latin/Polynesian	Latin: Light, golden. Polynesian: Life. A boy or girl's name.
Oralee		Golden.
Oralia		Golden.
Oralie		Golden.
Orana	Aboriginal	The moon.
Orane	French	rising
Orchid	Latin	A flower name.
Ordelia	Teutonic	The spear of the elf.
Orea	Greek	The maid of the mountains.
Orelia		Golden.
Orenda	Iroquois Indian	magic power
Oriana	Latin	To rise. An Italian name.
Orianna	Latin	golden, dawning
Oriel		Golden.
Orinda	Teutonic	fire serpent
Oriole	Latin	A golden bird.
Orissa		A state in eastern India.
Orla	Irish Gaelic	Golden. Form of Aurelia.
Orlan	Old English	From the pointed land. A boy or girl's name.
Orlanda	Latin	bright sun
Orlantha	Old German	from the land
Orna	Hebrew/Irish Gaelic	Hebrew: Light. Irish Gaelic: Pale.
Ornella	Italian	A flowering Ash tree.
Orpah	Hebrew	A fawn, or a lively maiden.
Orsa		A female bear.
Orseline		A female bear.
Orsola		A female bear.
Ortense	Italian	The garden lover.
Ortensia	Italian	The garden lover.
Orvokki		Finnish form of Violet.
Ottavia	Italian	The eighth.
Ottilie		Riches, prosperity. From a medieval German name, and a feminine version of Otto.
Ottoline		Riches, prosperity. From a medieval German name, and a feminine version of Otto.
Ourania		Heavenly.
Owena	Welsh	Well-born. The feminine form of Owen.
Ozora	Hebrew	The strength of the Lord.
Pacifica	Latin	Calm. Also after the Pacific Ocean.
Padma	Sanskrit	A lotus.
Padmini	Hindu	
Paige	Old English/French	A young child. French: A young attendant or page. A boy or girl's name.
Pakuna	Miwok Indian	deer jumping down hill
Palila	Hawaiian	A bird.
Pallas	Greek	Knowledge and wisdom.
Pallavi	Hindu	
Palma	Latin	A Palm tree. Also the name of a town in Majorca.
Paloma	Spanish from Latin	A dove.
Palomi	Hindu	
Pamee	Hindu	Pammy, Pammie
Pamela	English	A name invented by the 16th-century poet Sir Philip Sidney, possibly based on the Greek word for sweetness or honey.
Pamelia		From the name Pamela. A name invented by the 16th-century poet Sir Philip Sidney, possibly based on the Greek word for sweetness or honey.
Pandora	Greek	All-gifted, talented. A figure from Greek mythology.
Pangari	Aboriginal	A shadow, or of the soul.
Pania	Maori	A mythological sea-maiden.
Pankhudi	Hindu	
Pankita	Hindu	
Panna	Hungarian	Grace, or favoured by God. Form of Anne.
Pansy	Old French	Thoughts. Also the name of a flower.
Panthea	Greek	All of the gods.
Pantxike	Latin	free
Panya	Latin, Swahili	crowned with laurel; mouse, small child
Panyin	Ghanese	older of twins
Paola	Italian	Small. Feminine form of Paul.
Paolina		Small. Feminine form of Paul.
Papillon	French	butterfly
Parisa	Persian	angelic face
Parnella	Old French	A little rock. Also see Peta and Petronel.
Parnika	Hindu	auspicious Apsara
Parnita	Hindu	auspicious Apsara
Parthenia	Greek	Maidenly, virginal.
Parthivi	Hindu	the Goddess Sita
Parul	Hindu	
Parvani	Hindu	full moon
Parvati	Sanskrit	The daughter of the mountain.
Parveen	Hindu	star
Pasang	Tibetan/Sherpa	Born on a Friday. A boy or girl's name.
Pascale	French from Latin	Easter.
Patia	Spanish	leaf
Patience	English	One of the seven virtues.
Patricia	Latin	Noble, wellborn. The feminine form of Patrick.
Patsy		Noble, wellborn. From the name Patricia.
Patty		Noble, wellborn. From the name Patricia.
Paula	Latin	Small. Feminine form of Paul.
Paulette	French	Small. Feminine form of Paul.
Paulina	Spanish	Small. Feminine form of Paul.
Pauline	French	Small. Feminine form of Paul.
Paulomi	Hindu	
Pauravi	Hindu	
Pavi	Hindu	
Payal	Hindu	anklet
Payge	Old English	A young child.
Paz	Spanish from Latin	Peace.
Pazia	Hebrew	golden
Peace	Latin	peace
Pearl	Old French	A little sphere. Also a precious gem.
Pearlie		A little sphere.
Pearly		A little sphere.
Pebbles	English	a stone
Peg		A pearl. From the name Margaret; also used as independent names.
Pegeen	Greek	a pearl
Peggie		A pearl. From the name Margaret; also used as independent names.
Peggy		A pearl. From the name Margaret; also used as independent names.
Pelagia	Greek	From the sea.
Pema	Tibetan/Sherpa	A lotus.
Penda	Swahili	love
Penelope	Greek	The weaver. A character from Greek mythology.
Pengana	Aboriginal	A hawk.
Peni	Hawaiian	weaver
Penina	Hebrew	jewel, coral
Penney		The weaver.
Pennie		The weaver.
Penny		The weaver.
Penthea	Greek	The fifth.
Peony	Latin	Healing. A flower name.
Pepa	Spanish	God shall add. .
Pepita	Spanish	God shall add. .
Pepper	English	from the pepper plant
Perdita	Latin	The lost one. A name invented by Shakespeare for a character in The Winter's Tale.
Peridot	Arabic	A green gemstone.
Perla	Italian/Spanish	A little sphere.
Perle		A little sphere.
Perlina		A little sphere.
Perouze	Armenian	Turquoise.
Perri	English	wanderer
Perry	Old English/French	The dweller by the pear tree. Also from the name Peregrine. A boy or girl's name.
Persephone	Greek	The name of the goddess of the underworld.
Persia		From the name of the country.
Persis	Latin	A woman from Persia.
Peta	Aboriginal/Greek	Aboriginal: A tree. Greek: A rock or stone. A modern feminine form of Peter. Also see Parnella and Petronel.
Petara	Latin	Tara
Petra		A rock.
Petronel	Latin	From the name of an early saint, and related to the boy's name Peter. Also see Parnella and Peta.
Petula	English	A modern name possibly derived from the Latin word for 'to ask' or `to seek'.
Petunia		A flower name.
Phaedra	Greek	The bright one. The wife of Theseus in Greek mythology.
Phebe	Italian	Radiant, bright. The name of a Greek deity.
Phedra	Greek	shining one
Phelia		To help, a helper.
Phila		Love.
Philadelphia	Greek	Brotherly love. The name of a city in the USA.
Philana	Greek	A friend of mankind.
Philantha	Greek	A lover of flowers.
Philberta	Old English	Very brilliant.
Philena		Lover of mankind.
Philida		A green bough or branch.
Philippa	Greek	A lover of horses. The feminine form of Philip.
Phillida		A green bough or branch.
Philomela	Greek	A lover of song.
Philomena	Greek	A lover of the moon.
Phoebe	Greek	Radiant, bright. The name of a Greek deity.
Phoena	Greek	mystical bird, purple
Phoenix	Greek	The legendary bird that rose again from its own ashes. A boy or girl's name.
Phoolan	Hindu	flower
Photini		Light.
Phrynia		From Shakespeare's play Timon of Athens.
Phuong	Vietnamese	destiny
Phutika	Hindu	
Phylicia		Happiness.
Phyliss	Greek	A green bough or branch.
Phyllida		A green bough or branch.
Phyllis	Greek	A green bough or branch.
Pia	Latin	Pious, devout. An Italian and Spanish name.
Pier	Aboriginal/Greek	Aboriginal: A tree. Greek: A rock or stone. A modern feminine form of Peter. Also see Parnella and Petronel.
Pierah	Aboriginal	The moon.
Pierette	Greek	Greek: A rock or stone. A modern feminine form of Peter. Also see Parnella and Petronel.
Pierina	Greek	Greek: A rock or stone. A modern feminine form of Peter. Also see Parnella and Petronel.
Pierrette		A stone or rock. From the name Pierre.
Pilar	Aboriginal/Spanish	Aboriginal: A spear. Spanish: supportive, a pillar.
Piltti		An unusual Finnish name.
Piper	English	A pipe player.
Pippa		A lover of horses. The feminine form of Philip.
Pivari	Hindu	a wife of Sukha
Pixie	Celtic/English	A fairy or sprite.
Piyali	Hindu	tree
Placida	Latin	Peaceful, serene. Feminine form of Placido.
Platona	Greek	Wise, broad-shouldered.
Polly		Bitter, as in a bitterly wanted child. Also - The star of the sea.
Pollyanna		A combination of Polly and Anna.
Poloma	Choctaw Indian	bow
Polona	Slowenian	
Pomona	Latin	Fertile, fruitful.
Pooja	Hindu	prayer
Poonam	Hindu	
Poppy	Old English	A flower name.
Portia	Latin	An offering. The name of the heroine in Shakespeare's The Merchant of Venice.
Posy	English	A bunch of flowers. Also a nickname for Josephine.
Prabha	Hindu	lustrous
Prabhati	Hindu	morning
Prachi	Hindu	
Pradeepta	Hindu	glowing
Pragati	Hindu	progress
Pragya	Hindu	wisdom
Prama	Hindu	knowing truth
Pramada	Hindu	woman
Pranati	Hindu	prayer
Prapti	Hindu	gain
Prasert	Thai	
Prashanti	Hindu	peace
Pratiksha	Hindu	
Pratima	Hindu	image
Preeti	Hindu	love
Preita	Finnish	most loving one
Prema	Sanskrit	Love, affection.
Premila	Hindu	
Prerana	Hindu	
Preyasi	Hindu	beloved
Prima	Latin	The firstborn.
Primavera	Spanish	Springtime, a child of the spring.
Primrose	Latin	The first rose. A flower name.
Primula		A flower name. See Primrose.
Prioska	Hungarian	The blushing one.
Priscilla	Latin	From a Roman family name.
Prisha	Hindu	
Prita		
Priti	Hindu	satisfaction, renowned wife of Pulastya/Sukha
Pritika	Hindu	beloved
Priya	Sanskrit	Beloved.
Priyanka	Hindu	
Prospera	Latin	Favourable.
Prudence	Latin	Provident, showing careful foresight.
Prue		Provident, showing careful foresight.
Prunella	Latin	A little plum.
Psyche	Greek	Of the soul or mind.
Ptolema	Greek	
Pulkita	Hindu	
Pundari	Hindu	
Punita	Hindu	
Purnima	Sanskrit	The night of the full moon.
Purva	Hindu	
Purvaja	Hindu	elder sister
Purvi	Hindu	
Pusti	Hindu	nourishment, a form of the Devi, wife of Ganapati
Pyrena	Greek	The fiery one.
Pythia	Greek	A prophet.
Qadira	Arabic	Powerful.
Qamra	Arabic	moon
Queena	Old English	A woman.
Queenie		Queen or female companion.
Quella	English	To pacify.
Quenby	Scandinavian	Womanly.
Quentin	Latin	The fifth, as in the fifth-born child. A boy or girl's name.
Querida	Spanish	The beloved one.
Questa	French	The searcher.
Quincy	Latin/French	The fifth, as in fifth child. A boy or girl's name.
Quinn	Irish Gaelic	Wise and intelligent. A boy or girl's name.
Quinta	Latin	The fifth, as in fifth child. Also see Quentin.
Quintessa	Latin	essence
Quintina	Latin	fifth
Quirita	Latin	A citizen.
Quiterie	French	tranquil
Quoba	Latin	A citizen.
Quorra	Italian	heart
Rabi	Arabic	The harvest, or the spring.
Rach	African	Frog.
Rachael		A ewe.
Rachel	Hebrew	A ewe. The wife of Jacob and mother of Joseph in the Bible.
Rachelle		A ewe.
Rachna	Hindu	
Rada	Slavonic	Glad.
Radella	Old English	An elfin adviser.
Radha	Sanskrit	Success. The name of a Hindu goddess.
Radhika	Hindu	a form of the Devi, 5th Sakti, wife of Krishna
Radinka	Slavonic	Joyful, active.
Radmilla	Slavonic	A worker for the people.
Rae	English	A doe. Also see Rachel and Raelene.
Raeka	Spanish	beautiful, unique
Raelene	Australian	A modern invented name.
Raelin	Celtic	Raelyn, Rae
Rafaela		The divine healer, or healed by God. Feminine form of Raphael.
Rafaella		The divine healer, or healed by God. Feminine form of Raphael.
Raghnailt	Irish Gaelic	A ewe.
Ragini	Hindu	
Ragnhild	Norse	one who is wise in battle
Rahab	Hebrew	
Rahel	Hebrew	A ewe.
Rai	Japanese	trust
Raimy	Raimee	
Rain	Latin	ruler
Rainbow	Old English	An array of bright colours.
Raine	Old German	Advice, decision.
Raisa	Russian from Greek	Adaptable.
Raissa	Old French	The believer.
Raizel	Hebrew	rose
Raja	Arabic	The hopeful one.
Rajani	Sanskrit	Dark, of the night.
Rajni	Hindu	
Rakel	Scandinavian	A ewe.
Rakhi	Hindu	
Raksha	Hindu	
Ramla	Swahili	One who predicts the future.
Ramona	Spanish	A wise protector. The feminine form of Ramon or Raymond.
Ramya	Hindu	elegant, beautiful
Rana	Arabic	Beautiful to gaze upon. Also see Rani.
Randa		The admired one.
Randie		A wolf-like shield or the admired one. A boy or girl's name.
Randy		A wolf-like shield or the admired one. A boy or girl's name.
Rane		Queen.
Ranee		Queen.
Rangi	Maori/Polynesian	Heaven or the sky. A boy or girl's name.
